term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,LIGN,103,LIGN 103,Ling Analysis: Syn/Sem/Prag,UD,E 00005315,FA26:E 00005315,001-000-LE,lecture,Emily Clem,90,,final,M,Monday,2026-12-07,3:00pm,5:59pm,COA,COA 125,0,0
FA26,LIGN,103,LIGN 103,Ling Analysis: Syn/Sem/Prag,UD,E 00005316,FA26:E 00005316,001-001-DI,discussion,Emily Clem,23,,class,F,Friday,,9:00am,9:50am,HSS,HSS 1305,0,0
FA26,LIGN,103,LIGN 103,Ling Analysis: Syn/Sem/Prag,UD,E 00005317,FA26:E 00005317,001-002-DI,discussion,Emily Clem,23,,class,F,Friday,,10:00am,10:50am,HSS,HSS 1305,0,0
FA26,LIGN,103,LIGN 103,Ling Analysis: Syn/Sem/Prag,UD,E 00005318,FA26:E 00005318,001-003-DI,discussion,Emily Clem,22,,class,F,Friday,,11:00am,11:50am,HSS,HSS 1305,0,0
FA26,LIGN,103,LIGN 103,Ling Analysis: Syn/Sem/Prag,UD,E 00005319,FA26:E 00005319,001-004-DI,discussion,Emily Clem,22,,class,F,Friday,,12:00pm,12:50pm,HSS,HSS 1305,0,0
FA26,LIGN,130,LIGN 130,Semantics,UD,E 00005036,FA26:E 00005036,002-000-LE,lecture,Christopher Vogel,50,,class,R,Thursday,,2:00pm,3:20pm,COA,COA B21,0,0
FA26,LIGN,130,LIGN 130,Semantics,UD,E 00005036,FA26:E 00005036,002-000-LE,lecture,Christopher Vogel,50,,class,T,Tuesday,,2:00pm,3:20pm,COA,COA B21,0,0
FA26,LIGN,130,LIGN 130,Semantics,UD,E 00005036,FA26:E 00005036,002-000-LE,lecture,Christopher Vogel,50,,final,R,Thursday,2026-12-10,3:00pm,5:59pm,COA,COA B21,0,0
FA26,LIGN,130,LIGN 130,Semantics,UD,E 00005041,FA26:E 00005041,002-001-DI,discussion,Christopher Vogel,25,,class,M,Monday,,3:00pm,3:50pm,CENTR,CENTR 207,0,0
FA26,LIGN,130,LIGN 130,Semantics,UD,E 00005042,FA26:E 00005042,002-002-DI,discussion,Christopher Vogel,25,,class,W,Wednesday,,4:00pm,4:50pm,CENTR,CENTR 217A,0,0
FA26,LIGN,139,LIGN 139,Field Methods,UD,E 00000336,FA26:E 00000336,001-000-LE,lecture,Sharon Rose,17,,class,R,Thursday,,3:30pm,4:50pm,MANDE,MANDE B-104,0,0
FA26,LIGN,139,LIGN 139,Field Methods,UD,E 00000336,FA26:E 00000336,001-000-LE,lecture,Sharon Rose,17,,class,T,Tuesday,,3:30pm,4:50pm,MANDE,MANDE B-104,0,0
FA26,LIGN,139,LIGN 139,Field Methods,UD,EL00000389,FA26:EL00000389,001-001-LA,lab,Sharon Rose,17,,class,,,,tba,tba,tba,tba,0,1
FA26,LIGN,150,LIGN 150,Historical Linguistics,UD,E 00000338,FA26:E 00000338,001-000-LE,lecture,Marc Garellek,40,,class,M,Monday,,5:00pm,6:20pm,COA,COA 117,0,0
FA26,LIGN,150,LIGN 150,Historical Linguistics,UD,E 00000338,FA26:E 00000338,001-000-LE,lecture,Marc Garellek,40,,class,W,Wednesday,,5:00pm,6:20pm,COA,COA 117,0,0
FA26,LIGN,167,LIGN 167,Deep Learning/Natural Language,UD,E 00000340,FA26:E 00000340,001-000-LE,lecture,Alexander Warstadt,110,,class,R,Thursday,,11:00am,12:20pm,CSB,CSB 001,0,0
FA26,LIGN,167,LIGN 167,Deep Learning/Natural Language,UD,E 00000340,FA26:E 00000340,001-000-LE,lecture,Alexander Warstadt,110,,class,T,Tuesday,,11:00am,12:20pm,CSB,CSB 001,0,0
FA26,LIGN,171,LIGN 171,Child Language Acquisition,UD,E 00000341,FA26:E 00000341,001-000-LE,lecture,,60,,class,R,Thursday,,9:30am,10:50am,WLH,WLH 2205,0,0
FA26,LIGN,171,LIGN 171,Child Language Acquisition,UD,E 00000341,FA26:E 00000341,001-000-LE,lecture,,60,,class,T,Tuesday,,9:30am,10:50am,WLH,WLH 2205,0,0
FA26,LIGN,171,LIGN 171,Child Language Acquisition,UD,E 00000341,FA26:E 00000341,001-000-LE,lecture,,60,,final,R,Thursday,2026-12-10,8:00am,10:59am,WLH,WLH 2205,0,0
FA26,LIGN,171,LIGN 171,Child Language Acquisition,UD,EL00000390,FA26:EL00000390,001-001-TU,tu,,60,,class,,,,tba,tba,tba,tba,0,1
FA26,LIGN,175,LIGN 175,Sociolinguistics,UD,E 00000342,FA26:E 00000342,001-000-LE,lecture,Ryan Bessett,60,,class,T,Tuesday,,5:00pm,7:50pm,WLH,WLH 2205,0,0
FA26,LIGN,188R,LIGN 188R,Intro to Research Methods,UD,EL00001006,FA26:EL00001006,001-000-LE,lecture,Emily Clem,40,,class,,,,tba,tba,tba,tba,0,1
FA26,LIGN,199,LIGN 199,Independent Study/Linguistics,UD,EL00000391,FA26:EL00000391,001-000-IN,in,Eric Bakovic,10,,class,,,,tba,tba,tba,tba,0,1
FA26,LIGN,199,LIGN 199,Independent Study/Linguistics,UD,EL00000392,FA26:EL00000392,002-000-IN,in,Leon Bergen,10,,class,,,,tba,tba,tba,tba,0,1
FA26,LIGN,199,LIGN 199,Independent Study/Linguistics,UD,EL00000393,FA26:EL00000393,003-000-IN,in,Gabriela Caballero Hernandez,10,,class,,,,tba,tba,tba,tba,0,1
FA26,LIGN,199,LIGN 199,Independent Study/Linguistics,UD,EL00000394,FA26:EL00000394,004-000-IN,in,Ivano Caponigro,10,,class,,,,tba,tba,tba,tba,0,1
FA26,LIGN,199,LIGN 199,Independent Study/Linguistics,UD,EL00000395,FA26:EL00000395,005-000-IN,in,Marc Garellek,10,,class,,,,tba,tba,tba,tba,0,1
FA26,LIGN,199,LIGN 199,Independent Study/Linguistics,UD,EL00000396,FA26:EL00000396,006-000-IN,in,Grant Goodall,10,,class,,,,tba,tba,tba,tba,0,1
FA26,LIGN,199,LIGN 199,Independent Study/Linguistics,UD,EL00000397,FA26:EL00000397,007-000-IN,in,Andrew Kehler,10,,class,,,,tba,tba,tba,tba,0,1
FA26,LIGN,199,LIGN 199,Independent Study/Linguistics,UD,EL00000399,FA26:EL00000399,009-000-IN,in,Rachel Mayberry,10,,class,,,,tba,tba,tba,tba,0,1
