term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,CAT,001,CAT 001,"Culture, Art, and Technology 1",LD,E 00000665,FA26:E 00000665,001-000-LE,lecture,Phoebe Bronstein,256,,class,F,Friday,,11:00am,11:50am,PRICE,PRICE THTRE,0,0
FA26,CAT,001,CAT 001,"Culture, Art, and Technology 1",LD,E 00000665,FA26:E 00000665,001-000-LE,lecture,Phoebe Bronstein,256,,class,M,Monday,,11:00am,11:50am,PRICE,PRICE THTRE,0,0
FA26,CAT,001,CAT 001,"Culture, Art, and Technology 1",LD,E 00000665,FA26:E 00000665,001-000-LE,lecture,Phoebe Bronstein,256,,class,W,Wednesday,,11:00am,11:50am,PRICE,PRICE THTRE,0,0
FA26,CAT,001,CAT 001,"Culture, Art, and Technology 1",LD,E 00000669,FA26:E 00000669,001-001-DI,discussion,Phoebe Bronstein,16,,class,M,Monday,,9:00am,9:50am,HSS,HSS 1106B,0,0
FA26,CAT,001,CAT 001,"Culture, Art, and Technology 1",LD,E 00000670,FA26:E 00000670,001-002-DI,discussion,Phoebe Bronstein,16,,class,M,Monday,,10:00am,10:50am,HSS,HSS 1106B,0,0
FA26,CAT,001,CAT 001,"Culture, Art, and Technology 1",LD,E 00000671,FA26:E 00000671,001-003-DI,discussion,Phoebe Bronstein,16,,class,M,Monday,,12:00pm,12:50pm,CENTR,CENTR 204,0,0
FA26,CAT,001,CAT 001,"Culture, Art, and Technology 1",LD,E 00000672,FA26:E 00000672,001-004-DI,discussion,Phoebe Bronstein,16,,class,M,Monday,,1:00pm,1:50pm,CENTR,CENTR 206,0,0
FA26,CAT,001,CAT 001,"Culture, Art, and Technology 1",LD,E 00000673,FA26:E 00000673,001-005-DI,discussion,Phoebe Bronstein,16,,class,M,Monday,,2:00pm,2:50pm,HSS,HSS 1106B,0,0
FA26,CAT,001,CAT 001,"Culture, Art, and Technology 1",LD,E 00000674,FA26:E 00000674,001-006-DI,discussion,Phoebe Bronstein,16,,class,M,Monday,,3:00pm,3:50pm,HSS,HSS 1106B,0,0
FA26,CAT,001,CAT 001,"Culture, Art, and Technology 1",LD,E 00000675,FA26:E 00000675,001-007-DI,discussion,Phoebe Bronstein,16,,class,M,Monday,,4:00pm,4:50pm,HSS,HSS 1106B,0,0
