term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003080,FA26:EL00003080,052-000-IN,in,Jishen Zhao,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003081,FA26:EL00003081,053-000-IN,in,Yuanyuan Zhou,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003082,FA26:EL00003082,054-000-IN,in,Russell Impagliazzo,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003083,FA26:EL00003083,055-000-IN,in,Aaron Shalev,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003084,FA26:EL00003084,056-000-IN,in,Laurel Riek,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003086,FA26:EL00003086,057-000-IN,in,Ramamohan Paturi,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003087,FA26:EL00003087,058-000-IN,in,Bill Lin,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003088,FA26:EL00003088,059-000-IN,in,Taylor Berg-Kirkpatrick,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003090,FA26:EL00003090,060-000-IN,in,Rajesh Gupta,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003091,FA26:EL00003091,061-000-IN,in,Rose Yu,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003092,FA26:EL00003092,062-000-IN,in,Alex Orailoglu,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003093,FA26:EL00003093,063-000-IN,in,Xiaolong Wang,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003094,FA26:EL00003094,064-000-IN,in,Yufei Ding,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CSE,298,CSE 298,Independent Study,GR,EL00003095,FA26:EL00003095,065-000-IN,in,Floor Broekgaarden,9999,,class,,,,tba,tba,tba,tba,0,1
