term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,COMM,050,COMM 050,Presenting & Public Speaking,LD,E 00000194,FA26:E 00000194,001-000-LE,lecture,John Armenta,25,,class,F,Friday,,11:00am,11:50am,HSS,HSS 1315,0,0
FA26,COMM,050,COMM 050,Presenting & Public Speaking,LD,E 00000194,FA26:E 00000194,001-000-LE,lecture,John Armenta,25,,class,M,Monday,,11:00am,11:50am,HSS,HSS 1315,0,0
FA26,COMM,050,COMM 050,Presenting & Public Speaking,LD,E 00000194,FA26:E 00000194,001-000-LE,lecture,John Armenta,25,,class,W,Wednesday,,11:00am,11:50am,HSS,HSS 1315,0,0
FA26,COMM,050,COMM 050,Presenting & Public Speaking,LD,E 00000194,FA26:E 00000194,001-000-LE,lecture,John Armenta,25,,final,T,Tuesday,2026-12-08,11:30am,2:30pm,HSS,HSS 1315,0,0
FA26,COMM,080,COMM 080,UCSD Speech & Debate,LD,E 00000195,FA26:E 00000195,001-000-LE,lecture,Arthur Edwards Jr.,140,,class,R,Thursday,,7:00pm,7:50pm,HSS,HSS 1330,0,0
FA26,COMM,080,COMM 080,UCSD Speech & Debate,LD,E 00000195,FA26:E 00000195,001-000-LE,lecture,Arthur Edwards Jr.,140,,class,T,Tuesday,,7:00pm,7:50pm,HSS,HSS 1330,0,0
FA26,COMM,080,COMM 080,UCSD Speech & Debate,LD,E 00000196,FA26:E 00000196,001-001-PR,pr,Arthur Edwards Jr.,140,,class,R,Thursday,,8:00pm,9:50pm,HSS,HSS 1330,0,0
FA26,COMM,080,COMM 080,UCSD Speech & Debate,LD,E 00000196,FA26:E 00000196,001-001-PR,pr,Arthur Edwards Jr.,140,,class,T,Tuesday,,8:00pm,9:50pm,HSS,HSS 1330,0,0
FA26,COMM,100A,COMM 100A,Comm, the Person&Everyday Life,UD,E 00000197,FA26:E 00000197,001-000-LE,lecture,Christo Sims,128,,class,R,Thursday,,11:00am,12:20pm,SOLIS,SOLIS 107,0,0
FA26,COMM,100A,COMM 100A,Comm, the Person&Everyday Life,UD,E 00000197,FA26:E 00000197,001-000-LE,lecture,Christo Sims,128,,class,T,Tuesday,,11:00am,12:20pm,SOLIS,SOLIS 107,0,0
FA26,COMM,100A,COMM 100A,Comm, the Person&Everyday Life,UD,E 00000197,FA26:E 00000197,001-000-LE,lecture,Christo Sims,128,,final,W,Wednesday,2026-12-09,11:30am,2:29pm,SOLIS,SOLIS 107,0,0
FA26,COMM,100A,COMM 100A,Comm, the Person&Everyday Life,UD,E 00000198,FA26:E 00000198,001-001-DI,discussion,Christo Sims,16,,class,M,Monday,,11:00am,11:50am,CENTR,CENTR 220,0,0
FA26,COMM,100A,COMM 100A,Comm, the Person&Everyday Life,UD,E 00000199,FA26:E 00000199,001-002-DI,discussion,Christo Sims,16,,class,M,Monday,,3:00pm,3:50pm,CENTR,CENTR 205,0,0
FA26,COMM,100A,COMM 100A,Comm, the Person&Everyday Life,UD,E 00000200,FA26:E 00000200,001-003-DI,discussion,Christo Sims,16,,class,M,Monday,,4:00pm,4:50pm,CENTR,CENTR 205,0,0
FA26,COMM,100A,COMM 100A,Comm, the Person&Everyday Life,UD,E 00000202,FA26:E 00000202,001-005-DI,discussion,Christo Sims,16,,class,R,Thursday,,9:00am,9:50am,YORK,YORK 3000A,0,0
FA26,COMM,100A,COMM 100A,Comm, the Person&Everyday Life,UD,E 00000203,FA26:E 00000203,001-006-DI,discussion,Christo Sims,16,,class,W,Wednesday,,1:00pm,1:50pm,CENTR,CENTR 217A,0,0
FA26,COMM,100A,COMM 100A,Comm, the Person&Everyday Life,UD,E 00000204,FA26:E 00000204,001-007-DI,discussion,Christo Sims,16,,class,W,Wednesday,,11:00am,11:50am,CENTR,CENTR 220,0,0
FA26,COMM,100A,COMM 100A,Comm, the Person&Everyday Life,UD,E 00000205,FA26:E 00000205,001-008-DI,discussion,Christo Sims,16,,class,M,Monday,,2:00pm,2:50pm,CENTR,CENTR 217B,0,0
FA26,COMM,100A,COMM 100A,Comm, the Person&Everyday Life,UD,E 00000207,FA26:E 00000207,001-010-DI,discussion,Christo Sims,16,,class,R,Thursday,,10:00am,10:50am,YORK,YORK 3000A,0,0
FA26,COMM,101,COMM 101,Intro Audio-Vis Media Practice,UD,E 00000210,FA26:E 00000210,001-000-LE,lecture,Patricia Ahn,80,,class,M,Monday,,5:00pm,6:20pm,RWAC,RWAC 0121,0,0
FA26,COMM,101,COMM 101,Intro Audio-Vis Media Practice,UD,E 00000210,FA26:E 00000210,001-000-LE,lecture,Patricia Ahn,80,,class,W,Wednesday,,5:00pm,6:20pm,RWAC,RWAC 0121,0,0
FA26,COMM,101,COMM 101,Intro Audio-Vis Media Practice,UD,E 00000210,FA26:E 00000210,001-000-LE,lecture,Patricia Ahn,80,,final,R,Thursday,2026-12-10,7:00pm,9:59pm,RWAC,RWAC 0121,0,0
