term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00001051,FA26:E 00001051,001-000-LE,lecture,Thomas Bussey,360,,class,R,Thursday,,8:00am,9:20am,YORK,YORK 2722,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00001051,FA26:E 00001051,001-000-LE,lecture,Thomas Bussey,360,,class,T,Tuesday,,8:00am,9:20am,YORK,YORK 2722,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00001051,FA26:E 00001051,001-000-LE,lecture,Thomas Bussey,360,,final,T,Tuesday,2026-12-08,8:00am,10:59am,YORK,YORK 2722,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002483,FA26:E 00002483,001-001-DI,discussion,Thomas Bussey,40,,class,M,Monday,,8:00am,8:50am,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002483,FA26:E 00002483,001-001-DI,discussion,Thomas Bussey,40,,class,W,Wednesday,,8:00am,8:50am,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002484,FA26:E 00002484,001-002-DI,discussion,Thomas Bussey,40,,class,M,Monday,,9:00am,9:50am,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002484,FA26:E 00002484,001-002-DI,discussion,Thomas Bussey,40,,class,W,Wednesday,,9:00am,9:50am,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002488,FA26:E 00002488,001-003-DI,discussion,Thomas Bussey,40,,class,M,Monday,,10:00am,10:50am,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002488,FA26:E 00002488,001-003-DI,discussion,Thomas Bussey,40,,class,W,Wednesday,,10:00am,10:50am,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002489,FA26:E 00002489,001-004-DI,discussion,Thomas Bussey,40,,class,M,Monday,,11:00am,11:50am,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002489,FA26:E 00002489,001-004-DI,discussion,Thomas Bussey,40,,class,W,Wednesday,,11:00am,11:50am,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002503,FA26:E 00002503,001-005-DI,discussion,Thomas Bussey,40,,class,M,Monday,,3:00pm,3:50pm,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002503,FA26:E 00002503,001-005-DI,discussion,Thomas Bussey,40,,class,W,Wednesday,,3:00pm,3:50pm,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002504,FA26:E 00002504,001-006-DI,discussion,Thomas Bussey,40,,class,M,Monday,,4:00pm,4:50pm,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002504,FA26:E 00002504,001-006-DI,discussion,Thomas Bussey,40,,class,W,Wednesday,,4:00pm,4:50pm,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002505,FA26:E 00002505,001-007-DI,discussion,Thomas Bussey,40,,class,M,Monday,,5:00pm,5:50pm,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002505,FA26:E 00002505,001-007-DI,discussion,Thomas Bussey,40,,class,W,Wednesday,,5:00pm,5:50pm,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002506,FA26:E 00002506,001-008-DI,discussion,Thomas Bussey,40,,class,M,Monday,,6:00pm,6:50pm,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002506,FA26:E 00002506,001-008-DI,discussion,Thomas Bussey,40,,class,W,Wednesday,,6:00pm,6:50pm,WLH,WLH 2209,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00001052,FA26:E 00001052,002-000-LE,lecture,Thomas Bussey,360,,class,R,Thursday,,11:00am,12:20pm,WLH,WLH 2001,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00001052,FA26:E 00001052,002-000-LE,lecture,Thomas Bussey,360,,class,T,Tuesday,,11:00am,12:20pm,WLH,WLH 2001,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00001052,FA26:E 00001052,002-000-LE,lecture,Thomas Bussey,360,,final,W,Wednesday,2026-12-09,11:30am,2:29pm,WLH,WLH 2001,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002491,FA26:E 00002491,002-001-DI,discussion,Thomas Bussey,40,,class,M,Monday,,11:00am,11:50am,SOLIS,SOLIS 109,0,0
FA26,CHEM,004,CHEM 004,Chemical Thinking,LD,E 00002491,FA26:E 00002491,002-001-DI,discussion,Thomas Bussey,40,,class,W,Wednesday,,11:00am,11:50am,SOLIS,SOLIS 109,0,0
