term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000026,FA26:E 00000026,001-000-SE,se,,13,,class,M,Monday,,8:00am,9:20am,RWAC,RWAC 0530,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000026,FA26:E 00000026,001-000-SE,se,,13,,class,W,Wednesday,,8:00am,9:20am,RWAC,RWAC 0530,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000027,FA26:E 00000027,002-000-SE,se,,13,,class,M,Monday,,9:30am,10:50am,RWAC,RWAC 0530,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000027,FA26:E 00000027,002-000-SE,se,,13,,class,W,Wednesday,,9:30am,10:50am,RWAC,RWAC 0530,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000041,FA26:E 00000041,004-000-SE,se,,13,,class,M,Monday,,12:30pm,1:50pm,RWAC,RWAC 0530,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000041,FA26:E 00000041,004-000-SE,se,,13,,class,W,Wednesday,,12:30pm,1:50pm,RWAC,RWAC 0530,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000043,FA26:E 00000043,006-000-SE,se,,13,,class,M,Monday,,3:30pm,4:50pm,RWAC,RWAC 0530,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000043,FA26:E 00000043,006-000-SE,se,,13,,class,W,Wednesday,,3:30pm,4:50pm,RWAC,RWAC 0530,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000044,FA26:E 00000044,007-000-SE,se,,13,,class,M,Monday,,5:00pm,6:20pm,RWAC,RWAC 0530,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000044,FA26:E 00000044,007-000-SE,se,,13,,class,W,Wednesday,,5:00pm,6:20pm,RWAC,RWAC 0530,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000045,FA26:E 00000045,008-000-SE,se,,13,,class,M,Monday,,8:00am,9:20am,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000045,FA26:E 00000045,008-000-SE,se,,13,,class,W,Wednesday,,8:00am,9:20am,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000046,FA26:E 00000046,009-000-SE,se,,13,,class,M,Monday,,9:30am,10:50am,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000046,FA26:E 00000046,009-000-SE,se,,13,,class,W,Wednesday,,9:30am,10:50am,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000047,FA26:E 00000047,010-000-SE,se,,13,,class,M,Monday,,11:00am,12:20pm,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000047,FA26:E 00000047,010-000-SE,se,,13,,class,W,Wednesday,,11:00am,12:20pm,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000048,FA26:E 00000048,011-000-SE,se,,13,,class,M,Monday,,12:30pm,1:50pm,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000048,FA26:E 00000048,011-000-SE,se,,13,,class,W,Wednesday,,12:30pm,1:50pm,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000049,FA26:E 00000049,012-000-SE,se,,13,,class,M,Monday,,2:00pm,3:20pm,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000049,FA26:E 00000049,012-000-SE,se,,13,,class,W,Wednesday,,2:00pm,3:20pm,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000050,FA26:E 00000050,013-000-SE,se,,13,,class,M,Monday,,3:30pm,4:50pm,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00000050,FA26:E 00000050,013-000-SE,se,,13,,class,W,Wednesday,,3:30pm,4:50pm,RWAC,RWAC 0540,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004223,FA26:E 00004223,015-000-SE,se,,13,,class,M,Monday,,8:00am,9:20am,UNEXG,UNEXG 123,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004223,FA26:E 00004223,015-000-SE,se,,13,,class,W,Wednesday,,8:00am,9:20am,UNEXG,UNEXG 123,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004224,FA26:E 00004224,016-000-SE,se,,13,,class,M,Monday,,9:30am,10:50am,UNEXG,UNEXG 123,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004224,FA26:E 00004224,016-000-SE,se,,13,,class,W,Wednesday,,9:30am,10:50am,UNEXG,UNEXG 123,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004226,FA26:E 00004226,018-000-SE,se,,13,,class,M,Monday,,12:30pm,1:50pm,UNEXG,UNEXG 123,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004226,FA26:E 00004226,018-000-SE,se,,13,,class,W,Wednesday,,12:30pm,1:50pm,UNEXG,UNEXG 123,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004227,FA26:E 00004227,019-000-SE,se,,13,,class,M,Monday,,2:00pm,3:20pm,UNEXG,UNEXG 123,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004227,FA26:E 00004227,019-000-SE,se,,13,,class,W,Wednesday,,2:00pm,3:20pm,UNEXG,UNEXG 123,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004228,FA26:E 00004228,020-000-SE,se,,13,,class,M,Monday,,3:30pm,4:50pm,UNEXG,UNEXG 123,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004228,FA26:E 00004228,020-000-SE,se,,13,,class,W,Wednesday,,3:30pm,4:50pm,UNEXG,UNEXG 123,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004230,FA26:E 00004230,022-000-SE,se,,13,,class,M,Monday,,9:30am,10:50am,UNEXG,UNEXG 124,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004230,FA26:E 00004230,022-000-SE,se,,13,,class,W,Wednesday,,9:30am,10:50am,UNEXG,UNEXG 124,0,0
FA26,AWP,003,AWP 003,Analytical Writing,LD,E 00004231,FA26:E 00004231,023-000-SE,se,,13,,class,M,Monday,,11:00am,12:20pm,UNEXG,UNEXG 124,0,0
