term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,LISP,001A,LISP 001A,Spanish Conversation,LD,E 00001159,FA26:E 00001159,006-000-TU,tu,,14,,class,M,Monday,,1:00pm,1:50pm,MCGIL,MCGIL 2342,0,0
FA26,LISP,001A,LISP 001A,Spanish Conversation,LD,E 00001159,FA26:E 00001159,006-000-TU,tu,,14,,class,W,Wednesday,,1:00pm,1:50pm,MCGIL,MCGIL 2342,0,0
FA26,LISP,001A,LISP 001A,Spanish Conversation,LD,E 00001160,FA26:E 00001160,007-000-TU,tu,,14,,class,F,Friday,,2:00pm,2:50pm,MCGIL,MCGIL 2342,0,0
FA26,LISP,001A,LISP 001A,Spanish Conversation,LD,E 00001160,FA26:E 00001160,007-000-TU,tu,,14,,class,M,Monday,,2:00pm,2:50pm,MCGIL,MCGIL 2342,0,0
FA26,LISP,001A,LISP 001A,Spanish Conversation,LD,E 00001160,FA26:E 00001160,007-000-TU,tu,,14,,class,W,Wednesday,,2:00pm,2:50pm,MCGIL,MCGIL 2342,0,0
FA26,LISP,001AX,LISP 001AX,Analysis of Spanish,LD,E 00001161,FA26:E 00001161,001-000-DI,discussion,,28,,class,R,Thursday,,9:30am,10:50am,APM,APM 3402,0,0
FA26,LISP,001AX,LISP 001AX,Analysis of Spanish,LD,E 00001161,FA26:E 00001161,001-000-DI,discussion,,28,,class,T,Tuesday,,9:30am,10:50am,APM,APM 3402,0,0
FA26,LISP,001AX,LISP 001AX,Analysis of Spanish,LD,E 00001161,FA26:E 00001161,001-000-DI,discussion,,28,,final,S,Saturday,2026-12-05,7:00pm,9:59pm,COA,COA 127,0,0
FA26,LISP,001AX,LISP 001AX,Analysis of Spanish,LD,E 00001162,FA26:E 00001162,002-000-DI,discussion,,28,,class,R,Thursday,,11:00am,12:20pm,APM,APM 3402,0,0
FA26,LISP,001AX,LISP 001AX,Analysis of Spanish,LD,E 00001162,FA26:E 00001162,002-000-DI,discussion,,28,,class,T,Tuesday,,11:00am,12:20pm,APM,APM 3402,0,0
FA26,LISP,001AX,LISP 001AX,Analysis of Spanish,LD,E 00001162,FA26:E 00001162,002-000-DI,discussion,,28,,final,S,Saturday,2026-12-05,7:00pm,9:59pm,,,0,0
FA26,LISP,001AX,LISP 001AX,Analysis of Spanish,LD,E 00001163,FA26:E 00001163,003-000-DI,discussion,,21,,class,R,Thursday,,12:30pm,1:50pm,APM,APM 3402,0,0
FA26,LISP,001AX,LISP 001AX,Analysis of Spanish,LD,E 00001163,FA26:E 00001163,003-000-DI,discussion,,21,,class,T,Tuesday,,12:30pm,1:50pm,APM,APM 3402,0,0
