term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,ANTH,001,ANTH 001,Introduction to Culture,LD,E 00000029,FA26:E 00000029,001-000-LE,lecture,Aftab Jassal,150,,class,R,Thursday,,12:30pm,1:50pm,MANDE,MANDE B-202,0,0
FA26,ANTH,001,ANTH 001,Introduction to Culture,LD,E 00000029,FA26:E 00000029,001-000-LE,lecture,Aftab Jassal,150,,class,T,Tuesday,,12:30pm,1:50pm,MANDE,MANDE B-202,0,0
FA26,ANTH,001,ANTH 001,Introduction to Culture,LD,E 00000029,FA26:E 00000029,001-000-LE,lecture,Aftab Jassal,150,,final,F,Friday,2026-12-11,11:30am,2:29pm,MANDE,MANDE B-202,0,0
FA26,ANTH,002,ANTH 002,Human Origins,LD,E 00000250,FA26:E 00000250,001-000-LE,lecture,Linnea Wilder,216,,class,F,Friday,,1:00pm,1:50pm,LEDDN,LEDDN AUD,0,0
FA26,ANTH,002,ANTH 002,Human Origins,LD,E 00000250,FA26:E 00000250,001-000-LE,lecture,Linnea Wilder,216,,class,M,Monday,,1:00pm,1:50pm,LEDDN,LEDDN AUD,0,0
FA26,ANTH,002,ANTH 002,Human Origins,LD,E 00000250,FA26:E 00000250,001-000-LE,lecture,Linnea Wilder,216,,class,W,Wednesday,,1:00pm,1:50pm,LEDDN,LEDDN AUD,0,0
FA26,ANTH,002,ANTH 002,Human Origins,LD,E 00000250,FA26:E 00000250,001-000-LE,lecture,Linnea Wilder,216,,final,M,Monday,2026-12-07,11:30am,2:29pm,LEDDN,LEDDN AUD,0,0
FA26,ANTH,002,ANTH 002,Human Origins,LD,E 00000251,FA26:E 00000251,001-001-DI,discussion,Linnea Wilder,36,,class,M,Monday,,2:00pm,2:50pm,WLH,WLH 2112,0,0
FA26,ANTH,002,ANTH 002,Human Origins,LD,E 00000252,FA26:E 00000252,001-002-DI,discussion,Linnea Wilder,36,,class,M,Monday,,3:00pm,3:50pm,WLH,WLH 2112,0,0
FA26,ANTH,002,ANTH 002,Human Origins,LD,E 00000253,FA26:E 00000253,001-003-DI,discussion,Linnea Wilder,36,,class,M,Monday,,4:00pm,4:50pm,WLH,WLH 2112,0,0
FA26,ANTH,002,ANTH 002,Human Origins,LD,E 00000254,FA26:E 00000254,001-004-DI,discussion,Linnea Wilder,36,,class,W,Wednesday,,2:00pm,2:50pm,WLH,WLH 2114,0,0
FA26,ANTH,002,ANTH 002,Human Origins,LD,E 00000255,FA26:E 00000255,001-005-DI,discussion,Linnea Wilder,36,,class,W,Wednesday,,3:00pm,3:50pm,WLH,WLH 2114,0,0
FA26,ANTH,002,ANTH 002,Human Origins,LD,E 00000256,FA26:E 00000256,001-006-DI,discussion,Linnea Wilder,36,,class,W,Wednesday,,4:00pm,4:50pm,WLH,WLH 2114,0,0
FA26,ANTH,021,ANTH 021,Race and Racisms,LD,E 00000258,FA26:E 00000258,001-000-LE,lecture,Annika Stone,192,,class,F,Friday,,3:00pm,3:50pm,YORK,YORK 2622,0,0
FA26,ANTH,021,ANTH 021,Race and Racisms,LD,E 00000258,FA26:E 00000258,001-000-LE,lecture,Annika Stone,192,,class,M,Monday,,3:00pm,3:50pm,YORK,YORK 2622,0,0
