term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,SIO,299,SIO 299,Research,GR,EL00001541,FA26:EL00001541,019-000-IN,in,,10,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001542,FA26:EL00001542,020-000-IN,in,Adrian Borsa,10,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001543,FA26:EL00001543,021-000-IN,in,Jeff Bowman,10,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001544,FA26:EL00001544,022-000-IN,in,Peter Bromirski,10,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001545,FA26:EL00001545,023-000-IN,in,Michael Buckingham,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001546,FA26:EL00001546,024-000-IN,in,Ronald Burton,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001547,FA26:EL00001547,025-000-IN,in,Paterno Castillo,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001548,FA26:EL00001548,026-000-IN,in,,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001549,FA26:EL00001549,027-000-IN,in,,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001550,FA26:EL00001550,028-000-IN,in,Paola Cessi,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001551,FA26:EL00001551,029-000-IN,in,Christopher Charles,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001552,FA26:EL00001552,030-000-IN,in,Teresa Chereskin,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001553,FA26:EL00001553,031-000-IN,in,Anela Choy,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001554,FA26:EL00001554,032-000-IN,in,Catherine Constable,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001555,FA26:EL00001555,033-000-IN,in,Steven Constable,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001556,FA26:EL00001556,034-000-IN,in,Bruce Cornuelle,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001557,FA26:EL00001557,035-000-IN,in,,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001558,FA26:EL00001558,036-000-IN,in,James Day,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001559,FA26:EL00001559,037-000-IN,in,,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001560,FA26:EL00001560,038-000-IN,in,Moira Decima,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,299,SIO 299,Research,GR,EL00001561,FA26:EL00001561,039-000-IN,in,,9999,,class,,,,tba,tba,tba,tba,0,1
