term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,AAS,010R,AAS 010R,Intro/African-American Studies,LD,E 00004309,FA26:E 00004309,001-000-LE,lecture,Libby Butler,75,,class,R,Thursday,,5:00pm,6:20pm,,,0,0
FA26,AAS,010R,AAS 010R,Intro/African-American Studies,LD,E 00004309,FA26:E 00004309,001-000-LE,lecture,Libby Butler,75,,class,T,Tuesday,,5:00pm,6:20pm,,,0,0
FA26,AAS,010R,AAS 010R,Intro/African-American Studies,LD,E 00004310,FA26:E 00004310,001-001-DI,discussion,Libby Butler,38,,class,W,Wednesday,,2:00pm,2:50pm,,,0,0
FA26,AAS,010R,AAS 010R,Intro/African-American Studies,LD,E 00004311,FA26:E 00004311,001-002-DI,discussion,Libby Butler,37,,class,W,Wednesday,,3:00pm,3:50pm,,,0,0
FA26,AAS,170,AAS 170,Legacies of Research,UD,E 00000039,FA26:E 00000039,001-000-SE,se,Chadwick Campbell,40,,class,R,Thursday,,11:00am,12:20pm,PODEM,PODEM 0132,0,0
FA26,AAS,170,AAS 170,Legacies of Research,UD,E 00000039,FA26:E 00000039,001-000-SE,se,Chadwick Campbell,40,,class,T,Tuesday,,11:00am,12:20pm,PODEM,PODEM 0132,0,0
FA26,AAS,170,AAS 170,Legacies of Research,UD,E 00000039,FA26:E 00000039,001-000-SE,se,Chadwick Campbell,40,,final,W,Wednesday,2026-12-09,11:30am,2:29pm,PODEM,PODEM 0132,0,0
FA26,ANAR,104,ANAR 104,Intro GIS for Anth & Arch,UD,E 00000248,FA26:E 00000248,001-000-LE,lecture,Gilad Shtienberg,30,,class,T,Tuesday,,10:00am,10:50am,ERCA,ERCA 117,0,0
FA26,ANAR,104,ANAR 104,Intro GIS for Anth & Arch,UD,E 00000248,FA26:E 00000248,001-000-LE,lecture,Gilad Shtienberg,30,,final,S,Saturday,2026-12-12,8:00am,10:59am,ERCA,ERCA 117,0,0
FA26,ANAR,104,ANAR 104,Intro GIS for Anth & Arch,UD,E 00000249,FA26:E 00000249,001-001-LA,lab,Gilad Shtienberg,30,,class,R,Thursday,,9:30am,10:50am,ERCA,ERCA 117,0,0
FA26,ANAR,104,ANAR 104,Intro GIS for Anth & Arch,UD,E 00000249,FA26:E 00000249,001-001-LA,lab,Gilad Shtienberg,30,,class,T,Tuesday,,9:30am,9:59am,ERCA,ERCA 117,0,0
FA26,ANAR,111,ANAR 111,Foundations of Archaeology,UD,E 00004786,FA26:E 00004786,001-000-LE,lecture,Rachel Kalisher,30,,class,R
