term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,ECE,148,ECE 148,Intro to Autonomous Vehicles,UD,E 00003661,FA26:E 00003661,001-001-LA,lab,Jack Silberman,25,,class,R,Thursday,,6:30pm,7:50pm,DIB,DIB 253,0,0
FA26,ECE,148,ECE 148,Intro to Autonomous Vehicles,UD,E 00003661,FA26:E 00003661,001-001-LA,lab,Jack Silberman,25,,class,T,Tuesday,,6:30pm,7:50pm,DIB,DIB 253,0,0
FA26,ECE,155,ECE 155,Digital Communications Theory,UD,E 00002150,FA26:E 00002150,001-000-LE,lecture,Nuria Gonzalez Prelcic,25,,class,R,Thursday,,11:00am,12:20pm,HSS,HSS 1315,0,0
FA26,ECE,155,ECE 155,Digital Communications Theory,UD,E 00002150,FA26:E 00002150,001-000-LE,lecture,Nuria Gonzalez Prelcic,25,,class,T,Tuesday,,11:00am,12:20pm,HSS,HSS 1315,0,0
FA26,ECE,155,ECE 155,Digital Communications Theory,UD,E 00002150,FA26:E 00002150,001-000-LE,lecture,Nuria Gonzalez Prelcic,25,,final,W,Wednesday,2026-12-09,11:30am,2:29pm,HSS,HSS 1315,0,0
FA26,ECE,155,ECE 155,Digital Communications Theory,UD,E 00002151,FA26:E 00002151,001-001-DI,discussion,Nuria Gonzalez Prelcic,25,,class,F,Friday,,10:00am,10:50am,CENTR,CENTR 203,0,0
FA26,ECE,158A,ECE 158A,Data Networks I,UD,E 00002152,FA26:E 00002152,001-000-LE,lecture,Massimo Franceschetti,50,,class,R,Thursday,,2:00pm,3:20pm,DIB,DIB 121,0,0
FA26,ECE,158A,ECE 158A,Data Networks I,UD,E 00002152,FA26:E 00002152,001-000-LE,lecture,Massimo Franceschetti,50,,class,T,Tuesday,,2:00pm,3:20pm,DIB,DIB 121,0,0
FA26,ECE,158A,ECE 158A,Data Networks I,UD,E 00002152,FA26:E 00002152,001-000-LE,lecture,Massimo Franceschetti,50,,final,R,Thursday,2026-12-10,3:00pm,5:59pm,DIB,DIB 121,0,0
FA26,ECE,158A,ECE 158A,Data Networks I,UD,EL00001704,FA26:EL00001704,001-001-LA,lab,Massimo Franceschetti,50,,class,,,,tba,tba,tba,tba,0,1
FA26,ECE,161A,ECE 161A,Intr/Digital Signal Processing,UD,E 00002153,FA26:E 00002153,001-000-LE,lecture,Manuela Vasconcelos,50,,class,R,Thursday,,9:30am,10:50am,PCYNH,PCYNH 120,0,0
FA26,ECE,161A,ECE 161A,Intr/Digital Signal Processing,UD,E 00002153,FA26:E 00002153,001-000-LE,lecture,Manuela Vasconcelos,50,,class,T,Tuesday,,9:30am,10:50am,PCYNH,PCYNH 120,0,0
FA26,ECE,161A,ECE 161A,Intr/Digital Signal Processing,UD,E 00002153,FA26:E 00002153,001-000-LE,lecture,Manuela Vasconcelos,50,,final,R,Thursday,2026-12-10,8:00am,10:59am,PCYNH,PCYNH 120,0,0
FA26,ECE,161A,ECE 161A,Intr/Digital Signal Processing,UD,E 00002154,FA26:E 00002154,001-001-DI,discussion,Manuela Vasconcelos,50,,class,W,Wednesday,,2:00pm,2:50pm,WLH,WLH 2207,0,0
