term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00001283,FA26:E 00001283,001-000-LE,lecture,Amy Pasquinelli,395,,class,M,Monday,,5:00pm,6:20pm,PETER,PETER 108,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00001283,FA26:E 00001283,001-000-LE,lecture,Amy Pasquinelli,395,,class,W,Wednesday,,5:00pm,6:20pm,PETER,PETER 108,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00001283,FA26:E 00001283,001-000-LE,lecture,Amy Pasquinelli,395,,final,R,Thursday,2026-12-10,7:00pm,9:59pm,PETER,PETER 108,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00003851,FA26:E 00003851,001-001-DI,discussion,Amy Pasquinelli,99,,class,M,Monday,,12:00pm,12:50pm,PODEM,PODEM 1A20,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00003852,FA26:E 00003852,001-002-DI,discussion,Amy Pasquinelli,99,,class,M,Monday,,1:00pm,1:50pm,PODEM,PODEM 1A20,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00003853,FA26:E 00003853,001-003-DI,discussion,Amy Pasquinelli,99,,class,M,Monday,,2:00pm,2:50pm,PODEM,PODEM 1A20,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00003854,FA26:E 00003854,001-004-DI,discussion,Amy Pasquinelli,98,,class,M,Monday,,3:00pm,3:50pm,PODEM,PODEM 1A20,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00001284,FA26:E 00001284,002-000-LE,lecture,Jose Pruneda-Paz,395,,class,R,Thursday,,5:00pm,6:20pm,WLH,WLH 2001,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00001284,FA26:E 00001284,002-000-LE,lecture,Jose Pruneda-Paz,395,,class,T,Tuesday,,5:00pm,6:20pm,WLH,WLH 2001,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00001284,FA26:E 00001284,002-000-LE,lecture,Jose Pruneda-Paz,395,,final,F,Friday,2026-12-11,7:00pm,9:59pm,WLH,WLH 2001,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00004032,FA26:E 00004032,002-001-DI,discussion,Jose Pruneda-Paz,99,,class,M,Monday,,9:00am,9:50am,FAH,FAH 1101,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00004033,FA26:E 00004033,002-002-DI,discussion,Jose Pruneda-Paz,99,,class,M,Monday,,12:00pm,12:50pm,COA,COA B27,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00004034,FA26:E 00004034,002-003-DI,discussion,Jose Pruneda-Paz,99,,class,M,Monday,,1:00pm,1:50pm,COA,COA B27,0,0
FA26,BIMM,100,BIMM 100,Molecular Biology,UD,E 00004035,FA26:E 00004035,002-004-DI,discussion,Jose Pruneda-Paz,98,,class,M,Monday,,6:00pm,6:50pm,COA,COA B27,0,0
FA26,BIMM,120,BIMM 120,Microbiology,UD,E 00001286,FA26:E 00001286,001-000-LE,lecture,Eric Allen,475,,class,R,Thursday,,9:30am,10:50am,JEANN,JEANN AUD,0,0
FA26,BIMM,120,BIMM 120,Microbiology,UD,E 00001286,FA26:E 00001286,001-000-LE,lecture,Eric Allen,475,,class,T,Tuesday,,9:30am,10:50am,JEANN,JEANN AUD,0,0
FA26,BIMM,120,BIMM 120,Microbiology,UD,E 00001286,FA26:E 00001286,001-000-LE,lecture,Eric Allen,475,,final,R,Thursday,2026-12-10,8:00am,10:59am,JEANN,JEANN AUD,0,0
FA26,BIMM,120,BIMM 120,Microbiology,UD,E 00004154,FA26:E 00004154,001-001-DI,discussion,Eric Allen,119,,class,F,Friday,,9:00am,9:50am,,,0,0
